strategy,market_id,entry_time,exit_time,entry_price,exit_price,position_size,gross_pnl,slippage_cost,fee_cost,net_pnl,roi,hold_time_hours
Trend Filter,market_32,2024-10-02 12:00:00,2024-10-05 05:02:55.862983220,0.26058882322102916,0.019828677787564516,451.60408647541493,-451.60408647541493,6.517033459793932,18.064163459016598,-476.18528339422545,-1.0544308558203197,65.04885082861111
NO-Side Bias,market_32,2024-10-03 09:00:00,2024-10-05 05:02:55.862983220,0.034950628555067934,0.01989586094368339,147.230726819526,-147.230726819526,1.634525346898196,5.889229072781041,-154.75448123920526,-1.051101795000318,44.04885082861111
Expert Fade,market_32,2024-10-03 09:00:00,2024-10-05 05:02:55.862983220,0.03502552838036827,0.019883368551930704,253.51341545837357,-253.51341545837357,3.5192897923082036,10.140536618334943,-267.1732418690167,-1.0538820653177072,44.04885082861111
Whale Copy,market_32,2024-10-03 21:00:00,2024-10-05 05:02:55.862983220,0.10100851403044772,0.01976785227590426,407.8564591713998,-407.8564591713998,6.392772289256761,16.31425836685599,-430.56348982751257,-1.0556740739186632,32.04885082861111
News Mean Reversion,market_32,2024-10-04 15:00:00,2024-10-05 05:02:55.862983220,0.23977357598836477,0.019784209985550513,386.97284851108157,-386.97284851108157,11.816042926874943,15.478913940443263,-414.26780537839977,-1.0705345529339807,14.04885082861111
Whale Copy,market_374,2024-10-01 06:00:00,2024-10-08 04:54:31.199700536,0.28333552651724936,0.9584720598727652,500.0,358.3322367413753,12.993214638782712,20.0,325.3390221025926,0.6506780442051852,166.90866658333334
Trend Filter,market_374,2024-10-01 18:00:00,2024-10-08 04:54:31.199700536,0.3221494679082534,0.9574475474730604,445.1863274475115,301.7697889402662,12.063587141172537,17.80745309790046,271.8987487011932,0.6107526937319312,154.90866658333334
News Mean Reversion,market_470,2024-10-06 03:00:00,2024-10-08 19:06:45.733932171,0.1707419287452195,0.019549808790761392,366.85519328210205,-366.85519328210205,10.200072715703346,14.674207731284083,-391.7294737290895,-1.0678040842885377,64.11270387
Whale Copy,market_470,2024-10-06 15:00:00,2024-10-08 19:06:45.733932171,0.2079647666195953,0.019760954054018575,348.0484622466275,-348.0484622466275,5.897540850103642,13.921938489865099,-367.8679415865962,-1.0569445967726316,52.112703870000004
Expert Fade,market_470,2024-10-07 00:00:00,2024-10-08 19:06:45.733932171,0.12633337154526175,0.019890240587091573,70.53187081781427,-70.53187081781427,0.4545479031120437,2.8212748327125707,-73.80769355363888,-1.046444574599278,43.112703870000004
NO-Side Bias,market_470,2024-10-07 18:00:00,2024-10-08 19:06:45.733932171,0.06545623189408024,0.019899407216225563,67.21463247854508,-67.21463247854508,0.4174408468115465,2.6885852991418036,-70.32065862449844,-1.0462105650424376,25.11270387
Trend Filter,market_427,2024-10-10 18:00:00,2024-10-16 07:09:28.492137284,0.27304012164460667,0.9579058621160721,403.44311622446344,293.2869586938568,11.488498069929463,16.137724648978537,265.6607359749488,0.6584837497317547,133.15791448250002
Whale Copy,market_427,2024-10-12 06:00:00,2024-10-16 07:09:28.492137284,0.32840985683184687,0.9590710085105781,382.74787442607976,257.0496997831172,10.426069714656588,15.30991497704319,231.31371509141744,0.6043500971449317,97.1579144825
Whale Copy,market_169,2024-10-15 12:00:00,2024-10-17 23:14:52.146983464,0.5806890240881811,0.9691117856864759,322.7713488527053,135.341569283802,5.393139677942706,12.91085395410821,117.03757565175107,0.36260212087523436,59.24781860638889
NO-Side Bias,market_114,2024-10-20 18:00:00,2024-10-21 16:51:05.429696593,0.07878852409144652,0.01997868329256754,51.41946948443344,-51.41946948443344,0.1062798074547838,2.0567787793773378,-53.582528071265564,-1.0420669176193458,22.85150824888889
Whale Copy,market_465,2024-10-22 18:00:00,2024-10-24 04:27:22.651383635,0.2858055048717538,0.01991760654340339,329.12326341434687,-329.12326341434687,2.9919550312168575,13.164930536573875,-345.2801489821376,-1.0490906823181627,34.45629205083333
Whale Copy,market_209,2024-10-22 06:00:00,2024-10-25 04:50:45.892255333,0.5097998454715449,0.9752567448299907,350.0312501927568,171.5853729342777,3.598122884955391,14.00125000771027,153.98600004161204,0.43992072124078735,70.84608118194444
Trend Filter,market_146,2024-10-23 21:00:00,2024-10-27 16:53:01.619522866,0.291464903832949,0.019889210977542864,312.256173236952,-312.256173236952,3.265942395537551,12.490246929478081,-328.0123625619676,-1.0504591763925166,91.88378320055556
Expert Fade,market_146,2024-10-26 06:00:00,2024-10-27 16:53:01.619522866,0.11320822264042378,0.019889294329182537,73.03825630087108,-73.03825630087108,0.4764016042684741,2.9215302520348434,-76.4361881571744,-1.0465226311305407,34.883783200555555
Whale Copy,market_146,2024-10-26 09:00:00,2024-10-27 16:53:01.619522866,0.15197713817829006,0.01989768288891327,267.4467455218851,-267.4467455218851,2.695661542500117,10.697869820875404,-280.8402768852606,-1.050079246009294,31.883783200555555
NO-Side Bias,market_146,2024-10-26 12:00:00,2024-10-27 16:53:01.619522866,0.060603474233970674,0.01997891617668775,57.74010878630393,-57.74010878630393,0.1183666940247729,2.3096043514521574,-60.16807983178086,-1.0420499908384802,28.883783200555555
Trend Filter,market_261,2024-10-18 06:00:00,2024-10-27 22:01:17.867917778,0.2936401603084962,0.019646031026832975,395.9516877476935,-395.9516877476935,9.272523325946397,15.83806750990774,-421.0622785835476,-1.063418319994269,232.02162997694444
Whale Copy,market_261,2024-10-19 21:00:00,2024-10-27 22:01:17.867917778,0.18176109543167904,0.019580097408453893,375.64491203710327,-375.64491203710327,9.581025908762994,15.02579648148413,-400.2517344273504,-1.065505538879272,193.02162997694444
Expert Fade,market_261,2024-10-20 06:00:00,2024-10-27 22:01:17.867917778,0.12874109607807657,0.01988166323423859,73.14083610193347,-73.14083610193347,0.7508899868831381,2.925633444077339,-76.81735953289395,-1.0502663577134481,184.02162997694444
NO-Side Bias,market_261,2024-10-22 15:00:00,2024-10-27 22:01:17.867917778,0.07234835363455605,0.019899456132217934,58.01562161330163,-58.01562161330163,0.33963014676873754,2.3206248645320655,-60.67587662460244,-1.0458541154489822,127.02162997694445
Whale Copy,market_300,2024-10-14 03:00:00,2024-10-28 04:13:39.323360617,0.25081442022515665,0.971904939221371,363.11512970208923,272.0406189708772,4.528266325176258,14.52460518808357,252.98774745761736,0.6967149720948732,337.2275898222222
Trend Filter,market_300,2024-10-14 18:00:00,2024-10-28 04:13:39.323360617,0.15527498146397464,0.971984306325607,344.51981615084924,291.02450808405416,4.273380502925998,13.78079264603397,272.9703349350942,0.7923211442083585,322.2275898222222
Expert Fade,market_300,2024-10-15 06:00:00,2024-10-28 04:13:39.323360617,0.11934285146948377,0.9748714446022648,80.12920582842018,70.56635791887135,0.7912205738448217,3.205168233136807,66.56996911188972,0.8307828390866033,310.2275898222222
Trend Filter,market_247,2024-10-25 18:00:00,2024-10-30 07:53:33.197443338,0.2109047568893558,0.01983254196714679,305.8005013462987,-305.8005013462987,3.8406821946755327,12.232020053851947,-321.8732035948262,-1.0525594372074827,109.89255484527777
Expert Fade,market_247,2024-10-25 21:00:00,2024-10-30 07:53:33.197443338,0.10847948459573627,0.019902778607693686,84.42016471995053,-84.42016471995053,0.7783142672274365,3.3768065887980216,-88.575285575976,-1.0492195303078282,106.89255484527777
Whale Copy,market_247,2024-10-26 03:00:00,2024-10-30 07:53:33.197443338,0.11239291298595214,0.019787012542002727,285.8168380447093,-285.8168380447093,4.341310167076955,11.432673521788372,-301.5908217335746,-1.0551891337010657,100.89255484527777
NO-Side Bias,market_247,2024-10-26 15:00:00,2024-10-30 07:53:33.197443338,0.06602224832409173,0.019883129315814076,50.969269045282395,-50.969269045282395,0.354958177297417,2.038770761811296,-53.36299798439111,-1.046964160639268,88.89255484527777
Whale Copy,market_439,2024-10-28 03:00:00,2024-10-31 08:43:10.698966106,0.5393455667800767,0.01989078680634107,223.40966046541405,-223.40966046541405,2.1190423515613674,8.936386418616562,-234.465089235592,-1.0494850077080236,77.71963860166666
NO-Side Bias,market_439,2024-10-30 18:00:00,2024-10-31 08:43:10.698966106,0.07492096727550816,0.01997928534260806,45.187300888695475,-45.187300888695475,0.08490509242981109,1.807492035547819,-47.079698016673106,-1.0418789591491413,14.719638601666668
News Mean Reversion,market_424,2024-10-31 15:00:00,2024-11-01 09:26:10.007244828,0.19492868310029893,0.019816911139637742,260.5905943408673,-260.5905943408673,3.7939886604294455,10.423623773634693,-274.8082067749315,-1.054559192629442,18.43611312333333
Whale Copy,market_33,2024-10-31 12:00:00,2024-11-01 13:15:08.177097264,0.3955075999339904,0.9745851536968424,274.67886119841205,166.04128405322643,3.110596500061655,10.987154447936483,151.94353310522828,0.5531679155880623,25.252271415833334
Trend Filter,market_157,2024-10-27 18:00:00,2024-11-04 11:10:37.658241629,0.2831908776157648,0.019897988204686388,248.19068034508896,-248.19068034508896,2.302540505871721,9.927627213803559,-260.42084806476424,-1.0492773044607082,185.17712728916666
Whale Copy,market_157,2024-10-27 21:00:00,2024-11-04 11:10:37.658241629,0.16570555066138573,0.01988020033361527,235.48112456440114,-235.48112456440114,2.6490629321889694,9.419244982576046,-247.54943247916617,-1.0512495765301328,182.17712728916666
Expert Fade,market_157,2024-10-28 18:00:00,2024-11-04 11:10:37.658241629,0.11181343755122988,0.019886627901499206,77.88743738787053,-77.88743738787053,0.5052021487281549,3.1154974955148216,-81.50813703211351,-1.0464863110877856,161.17712728916666
NO-Side Bias,market_157,2024-10-30 03:00:00,2024-11-04 11:10:37.658241629,0.07874765339602137,0.019980969899907303,40.740957751342734,-40.740957751342734,0.07965321416482077,1.6296383100537093,-42.45024927556126,-1.0419551139335255,128.17712728916666
Whale Copy,market_217,2024-11-01 06:00:00,2024-11-05 10:46:34.558425936,0.4577560104166432,0.0197728079486854,223.4082231922617,-223.4082231922617,3.6517697072342177,8.936328927690468,-235.99632182718636,-1.0563457264690368,100.77626622916667
NO-Side Bias,market_217,2024-11-04 09:00:00,2024-11-05 10:46:34.558425936,0.07437207394803917,0.019979886697222397,28.388860188700303,-28.388860188700303,0.05551606409649557,1.1355544075480122,-29.57993066034481,-1.041955558050851,25.776266229166666
Expert Fade,market_217,2024-11-04 09:00:00,2024-11-05 10:46:34.558425936,0.07436382791623682,0.019915831452248883,73.78953276087233,-73.78953276087233,0.37244083091081853,2.9515813104348934,-77.11355490221804,-1.0450473396019158,25.776266229166666
Expert Fade,market_471,2024-11-02 12:00:00,2024-11-06 08:59:55.257967283,0.08825722112178978,0.019894693367064776,83.3215027590482,-83.3215027590482,0.5291382265867429,3.332860110361928,-87.18350109599687,-1.0463505602883438,92.99868276861112
NO-Side Bias,market_471,2024-11-02 15:00:00,2024-11-06 08:59:55.257967283,0.05019289992696761,0.019899341642179654,59.737712080938735,-59.737712080938735,0.35554541028125874,2.3895084832375493,-62.48276597445754,-1.0459517748152043,89.99868276861112
Trend Filter,market_471,2024-11-03 06:00:00,2024-11-06 08:59:55.257967283,0.07974657968700721,0.019807199776880918,203.69264385861197,-203.69264385861197,3.171246567807368,8.147705754344479,-215.01159618076383,-1.055568782984665,74.99868276861112
Whale Copy,market_471,2024-11-04 00:00:00,2024-11-06 08:59:55.257967283,0.05295957547079977,0.019905899313712994,180.63959881138874,-180.63959881138874,1.6788389224628262,7.225583952455549,-189.5440216863071,-1.0492938587857237,56.99868276861111
Trend Filter,market_224,2024-11-05 18:00:00,2024-11-07 04:43:00.086843096,0.3536378190789441,0.9743773103866744,123.8265392268056,80.03679195054474,0.8266600957885518,4.953061569072224,74.25707028568397,0.5996862284075611,34.71669078972222
Whale Copy,market_224,2024-11-05 21:00:00,2024-11-07 04:43:00.086843096,0.44790501366133306,0.9746948713382627,139.63266362737195,77.09049351778559,0.9078488600321315,5.585306545094879,70.59733811265858,0.5055932922762028,31.71669078972222
Whale Copy,market_464,2024-10-31 21:00:00,2024-11-08 01:37:07.337406609,0.5414890894569644,0.01991938553098693,247.23005268380908,-247.23005268380908,2.1578157123630124,9.889202107352363,-259.27707050352444,-1.0487279668832281,172.618704835
Trend Filter,market_464,2024-11-04 09:00:00,2024-11-08 01:37:07.337406609,0.3452247852356773,0.019914953087583835,143.62206599541804,-143.62206599541804,0.7291134413608418,5.744882639816722,-150.09606207659562,-1.04507661156597,88.618704835
Expert Fade,market_464,2024-11-05 15:00:00,2024-11-08 01:37:07.337406609,0.08274155255010276,0.019983534107761526,60.0988190510157,-60.0988190510157,0.11286898247585678,2.4039527620406282,-62.61564079553219,-1.0418780565784502,58.618704835
NO-Side Bias,market_464,2024-11-06 09:00:00,2024-11-08 01:37:07.337406609,0.04211345042302506,0.019982774523017895,40.93076110787469,-40.93076110787469,0.20720927938953482,1.6372304443149874,-42.77520083157921,-1.0450624340662376,40.618704835
Trend Filter,market_35,2024-11-01 18:00:00,2024-11-08 17:08:33.547298850,0.29409405422988216,0.019895097648825983,233.99471401794554,-233.99471401794554,2.344627940744537,9.359788560717822,-245.6991305194079,-1.0500200038730991,167.1426520272222
Expert Fade,market_35,2024-11-04 00:00:00,2024-11-08 17:08:33.547298850,0.10865624204408549,0.019983555713727244,55.799744589037985,-55.799744589037985,0.11143802890186537,2.2319897835615197,-58.14317240150137,-1.0419971064334181,113.14265202722223
Whale Copy,market_35,2024-11-04 00:00:00,2024-11-08 17:08:33.547298850,0.10904328292405974,0.01989614927851998,190.39487175334042,-190.39487175334042,1.8913218905101372,7.615794870133617,-199.90198851398418,-1.0499336808449355,113.14265202722223
News Mean Reversion,market_35,2024-11-05 00:00:00,2024-11-08 17:08:33.547298850,0.05337559523286934,0.019900165662273126,158.8393470904686,-158.8393470904686,0.9678871776538762,6.353573883618744,-166.16080815174124,-1.0460934975834584,89.14265202722223
NO-Side Bias,market_35,2024-11-06 00:00:00,2024-11-08 17:08:33.547298850,0.07789638092094728,0.019983210232686236,19.84556648982019,-19.84556648982019,0.03407209693659542,0.7938226595928076,-20.673461246349593,-1.0417168618972945,65.14265202722223
Whale Copy,market_450,2024-11-03 00:00:00,2024-11-11 04:44:45.447673653,0.5493490070253167,0.019894583015879125,214.701833073729,-214.701833073729,2.3195755535299423,8.58807332294916,-225.6094819502081,-1.0508037063322762,196.74595768694445
Trend Filter,market_450,2024-11-08 06:00:00,2024-11-11 04:44:45.447673653,0.2002969127934911,0.019914698425719878,140.5781067386351,-140.5781067386351,0.7134777728061148,5.6231242695454045,-146.91470878098664,-1.0450753121475211,70.74595768694444
Expert Fade,market_450,2024-11-08 12:00:00,2024-11-11 04:44:45.447673653,0.09703926550446465,0.01998214007367425,45.089568845257894,-45.089568845257894,0.08537840070306901,1.8035827538103157,-46.978529999771276,-1.0418935288779556,64.74595768694444
NO-Side Bias,market_450,2024-11-09 03:00:00,2024-11-11 04:44:45.447673653,0.06574512747829349,0.019983677413873774,25.425974464139152,-25.425974464139152,0.04408440563193887,1.017038978565566,-26.487097848336656,-1.04173383347388,49.74595768694444
Whale Copy,market_173,2024-10-25 09:00:00,2024-11-12 10:34:47.939257932,0.5498947856054182,0.019781929360426054,322.3351288289152,-322.3351288289152,5.425309631879401,12.893405153156607,-340.65384361395115,-1.0568312701491465,433.57998312694446
Trend Filter,market_173,2024-11-01 00:00:00,2024-11-12 10:34:47.939257932,0.32626022591033416,0.019800025944401292,217.52576485957442,-217.52576485957442,3.3993316652014185,8.701030594382978,-229.6261271191588,-1.055627259912847,274.57998312694446
Expert Fade,market_173,2024-11-05 21:00:00,2024-11-12 10:34:47.939257932,0.12086200566832339,0.019979137922565036,33.462702224021236,-33.462702224021236,0.06200955984084909,1.3385080889608494,-34.86321987282293,-1.0418530948106257,157.57998312694446
News Mean Reversion,market_173,2024-11-06 12:00:00,2024-11-12 10:34:47.939257932,0.1348063203249107,0.019902535359323466,129.39473854817473,-129.39473854817473,0.7341350375869904,5.1757895419269895,-135.3046631276887,-1.045673608106667,142.57998312694446
NO-Side Bias,market_173,2024-11-08 03:00:00,2024-11-12 10:34:47.939257932,0.013474465341361541,0.01989846495474755,63.23505751460505,-63.23505751460505,0.6541967978932097,2.529402300584202,-66.41865661308246,-1.050345476443065,103.57998312694444
News Mean Reversion,market_177,2024-11-09 00:00:00,2024-11-13 17:42:28.345898274,0.22683902805253384,0.9760470288800761,131.10110455066052,101.36225741777507,1.1846463097565028,5.244044182026421,94.93356692599215,0.7241248443433793,113.70787386055555
Trend Filter,market_177,2024-11-09 18:00:00,2024-11-13 17:42:28.345898274,0.33110353526515574,0.9744764637216186,111.74065629208718,74.74292996092845,0.7376825834055446,4.469626251683487,69.53562112583941,0.6222947263176538,95.70787386055555
Whale Copy,market_495,2024-11-15 21:00:00,2024-11-16 08:15:24.322971323,0.09051683231598236,0.019906773504995836,96.9515301320096,-96.9515301320096,0.9411633760050477,3.878061205280384,-101.77075471329502,-1.0497075659839876,11.256756380833334
Whale Copy,market_378,2024-11-11 21:00:00,2024-11-19 01:40:18.325824350,0.4298542243073852,0.019905449212935262,100.24485112557494,-100.24485112557494,0.9487248407922408,4.009794045022998,-105.20337001139018,-1.0494640755125049,172.67175717333336
Trend Filter,market_378,2024-11-12 21:00:00,2024-11-19 01:40:18.325824350,0.3474750213357761,0.019914098259622256,81.5586190946037,-81.5586190946037,0.4280016042715197,3.262344763784148,-85.24896546265937,-1.045247778947496,148.67175717333336
Expert Fade,market_378,2024-11-15 21:00:00,2024-11-19 01:40:18.325824350,0.1143894683011541,0.01998081813822721,25.98486575905843,-25.98486575905843,0.054686364733515805,1.0393946303623371,-27.078946754154284,-1.0421045467481183,76.67175717333333
NO-Side Bias,market_378,2024-11-17 12:00:00,2024-11-19 01:40:18.325824350,0.04007809360686904,0.019979678204290988,27.917004821775933,-27.917004821775933,0.0568334388983249,1.1166801928710373,-29.090518453545297,-1.042035800017271,37.67175717333333
Whale Copy,market_387,2024-11-10 12:00:00,2024-11-21 04:06:27.054127530,0.5549411796726085,0.9744557850313362,111.36442832759559,49.56372109791403,1.0818699231642928,4.4545771331038235,44.02727404164592,0.3953441390830196,256.1075150352778
Whale Copy,market_92,2024-11-16 03:00:00,2024-11-21 06:17:59.501835863,0.36076191356805637,0.019893122512615095,91.98254005482559,-91.98254005482559,0.5924686118048376,3.6793016021930236,-96.25431026882345,-1.0464410986199304,123.29986162083334
Trend Filter,market_92,2024-11-17 21:00:00,2024-11-21 06:17:59.501835863,0.3182850633124191,0.019980154132656667,77.17637797292883,-77.17637797292883,0.16664268937423518,3.0870551189171533,-80.43007578122022,-1.0421592447553407,81.29986162083334
NO-Side Bias,market_92,2024-11-18 21:00:00,2024-11-21 06:17:59.501835863,0.04967814453413501,0.01998143519451954,20.355721564983707,-20.355721564983707,0.04301338648256428,0.8142288625993483,-21.21296381406562,-1.0421130858144847,57.29986162083333
Expert Fade,market_92,2024-11-18 21:00:00,2024-11-21 06:17:59.501835863,0.04967727585651842,0.019980363193593805,39.098573328645934,-39.098573328645934,0.08402983390399582,1.5639429331458374,-40.74654609569577,-1.0421491790300808,57.29986162083333
