ticker,title,name,category,yes_bid,yes_ask,no_bid,no_ask,last_price,daily_change_pct,weekly_change_pct,volume_cents,volume_dollars,open_interest,close_date,days_to_resolution,expected_value_yes_pct,expected_value_no_pct,is_dip_candidate
KXNEXTUKPM-30-ABUR,Will Andy Burnham be the next Prime Minister of United Kingdom?,,Politics,4,7,96,93,5,0,-44.44,50924,509.24,13028,2030-01-01T15:00:00Z,1417,1302.0000000000002,7.376344086021505,False
KXNEXTUKPM-30-BPHI,Will Bridget Phillipson be the next Prime Minister of United Kingdom?,,Politics,0,1,100,99,1,0,-50,22,0.22,22,2030-01-01T15:00:00Z,1417,9702.0,0.9898989898989901,False
KXNEXTUKPM-30-RLOW,Will Rupert Lowe be the next Prime Minister of United Kingdom?,,Politics,0,1,100,99,1,0,-50,3442,34.42,3396,2030-01-01T15:00:00Z,1417,9702.0,0.9898989898989901,False
KXNEXTUKPM-30-SMAH,Will Shabana Mahmood be the next Prime Minister of United Kingdom?,Shabana Mahmood,Politics,7,13,93,87,14,0,250,14824,148.24,11294,2030-01-01T15:00:00Z,1417,655.8461538461539,14.64367816091954,False
KXNEXTUKPM-30-DLAM,Will David Lammy be the next Prime Minister of United Kingdom?,David Lammy,Politics,0,4,100,96,5,0,400,2692,26.92,2692,2030-01-01T15:00:00Z,1417,2352.0,4.083333333333333,False
KXNEXTUKPM-30-EMIL,Will Ed Miliband be the next Prime Minister of United Kingdom?,Ed Miliband,Politics,12,18,88,82,13,8.33,225,30806,308.06,22248,2030-01-01T15:00:00Z,1417,446.4444444444444,21.51219512195122,False
KXNEXTUKPM-30-LPOW,Will Lucy Powell be the next  of United Kingdom?,Lucy Powell,Politics,2,3,98,97,3,0,50,488,4.88,482,2030-01-01T15:00:00Z,1417,3168.666666666667,3.0309278350515467,False
KXNEXTUKPM-30-ACAR,Will Al Carns be the next Prime Minister of United Kingdom?,Al Carns,Politics,4,7,96,93,5,0,0,414,4.14,414,2030-01-01T15:00:00Z,1417,1302.0000000000002,7.376344086021505,False
KXNETWORTHKAICENAT-30,Will KaiCenat become a billionaire before 2030?,Before 2030,Economics,13,17,87,83,13,0,0,558,5.58,538,2030-01-01T15:00:00Z,1417,478.47058823529414,20.072289156626503,False
KXNBATEAM-30,Will the NBA approve a new franchise before 2030?,Before 2030,Sports,87,93,13,7,93,8.14,-3.12,9210,92.10000000000001,1774,2030-01-01T15:00:00Z,1417,7.376344086021505,1302.0000000000002,False
KXNBASEATTLE-30,Will a Seattle NBA team play a game before 2030?,Before 2030,Sports,65,70,35,30,65,0,-18.75,25386,253.86,15738,2030-01-01T15:00:00Z,1417,42.0,228.66666666666666,False
KXMUSKTRILLION-27,Will Elon Musk be a trillionaire before 2027?,Before 2027,Economics,75,79,25,21,75,-1.32,-2.6,310064,3100.64,124892,2027-01-01T15:00:00Z,321,26.050632911392402,368.66666666666663,False
KXMUSKTRILLION-28,Will Elon Musk be a trillionaire before 2028?,Before 2028,Economics,85,87,15,13,86,1.18,1.18,83564,835.64,27224,2028-01-01T15:00:00Z,686,14.64367816091954,655.8461538461539,False
KXMUSKTRILLION-29,Will Elon Musk be a trillionaire before 2029?,Before 2029,Economics,90,91,10,9,90,-1.1,5.88,62184,621.84,20362,2029-01-01T15:00:00Z,1052,9.692307692307692,990.8888888888889,False
KXMUSKTRILLION-30,Will Elon Musk be a trillionaire before 2030?,Before 2030,Economics,91,92,9,8,92,0,6.98,65326,653.26,28336,2030-01-01T15:00:00Z,1417,8.521739130434783,1127.0,False
KXMEDIARELEASEPRISONBREAK-30JAN01-26JUL01,"Will A New Season of Prison Break be released Worldwide before Jan 1, 2030?","Before Jul 1, 2026",Entertainment,5,13,95,87,14,250,-84.44,246,2.46,134,2026-07-01T03:59:00Z,136,655.8461538461539,14.64367816091954,False
KXMEDIARELEASEPRISONBREAK-30JAN01-27JAN01,"Will A New Season of Prison Break be released Worldwide before Jan 1, 2030?","Before Jan 1, 2027",Entertainment,20,28,80,72,29,52.63,-3.33,164,1.6400000000000001,12,2027-01-01T04:59:00Z,320,252.0,38.111111111111114,False
KXMEDIARELEASEPRISONBREAK-30JAN01-27JUL01,"Will A New Season of Prison Break be released Worldwide before Jan 1, 2030?","Before Jul 1, 2027",Entertainment,41,52,59,48,42,0,-19.23,242,2.42,184,2027-07-01T03:59:00Z,501,90.46153846153845,106.16666666666666,False
KXMEDIARELEASEPRISONBREAK-30JAN01-28JAN01,"Will A New Season of Prison Break be released Worldwide before Jan 1, 2030?","Before Jan 1, 2028",Entertainment,56,66,44,34,0,0,0,0,0.0,0,2028-01-01T04:59:00Z,685,50.484848484848484,190.23529411764707,False
KXMEDIARELEASEPRISONBREAK-30JAN01-28JUL01,"Will A New Season of Prison Break be released Worldwide before Jan 1, 2030?","Before Jul 1, 2028",Entertainment,59,69,41,31,0,0,0,0,0.0,0,2028-07-01T03:59:00Z,867,44.028985507246375,218.1290322580645,False
KXMEDIARELEASEPRISONBREAK-30JAN01-29JAN01,"Will A New Season of Prison Break be released Worldwide before Jan 1, 2030?","Before Jan 1, 2029",Entertainment,62,72,38,28,64,0,0,4,0.04,4,2029-01-01T04:59:00Z,1051,38.111111111111114,252.0,False
KXLIVENATIONUS-30-JAN01,"Will the DOJ win their antitrust lawsuit against Live Nation before Jan 1, 2030?",,Companies,59,63,41,37,62,-3.12,-6.06,17534,175.34,4204,2030-01-01T15:00:00Z,1417,57.55555555555556,166.86486486486484,False
KXJPMCEONEW-30-JP,Will Jennifer Piepszak succeed Jamie Dimon as CEO of JPMorgan?,Jennifer Piepszak,Companies,7,16,93,84,16,0,0,2952,29.52,548,2030-01-01T15:00:00Z,1417,514.5,18.666666666666664,False
KXJPMCEONEW-30-ML,Will Marianne Lake succeed Jamie Dimon as CEO of JPMorgan?,Marianne Lake,Companies,41,47,59,53,41,0,-14.58,11768,117.68,7174,2030-01-01T15:00:00Z,1417,110.51063829787233,86.9056603773585,False
KXJPMCEONEW-30-DP,Will Doug Petno succeed Jamie Dimon as CEO of JPMorgan?,Doug Petno,Companies,21,29,79,71,22,0,-24.14,3378,33.78,354,2030-01-01T15:00:00Z,1417,239.93103448275858,40.02816901408451,False
KXJPMCEONEW-30-TR,Will Troy Rohrbaugh succeed Jamie Dimon as CEO of JPMorgan?,Troy Rohrbaugh,Companies,23,28,77,72,29,0,0,5848,58.480000000000004,1488,2030-01-01T15:00:00Z,1417,252.0,38.111111111111114,False
KXIPOAIRTABLE-27JAN01,When will Airtable officially announce an IPO?,"Before Jan 1, 2027",Economics,6,13,94,87,6,-53.85,-14.29,94,0.9400000000000001,82,2027-01-01T04:59:00Z,320,655.8461538461539,14.64367816091954,True
KXIPOAIRTABLE-28JAN01,When will Airtable officially announce an IPO?,"Before Jan 1, 2028",Economics,27,34,73,66,27,0,0,1764,17.64,678,2028-01-01T04:59:00Z,685,190.23529411764707,50.484848484848484,False
KXIPOAIRTABLE-29JAN01,When will Airtable officially announce an IPO?,"Before Jan 1, 2029",Economics,32,39,68,61,39,0,0,4,0.04,2,2029-01-01T04:59:00Z,1051,153.28205128205127,62.65573770491804,False
KXIPOAIRTABLE-30JAN01,When will Airtable officially announce an IPO?,"Before Jan 1, 2030",Economics,39,46,61,54,46,17.95,-2.13,16,0.16,14,2030-01-01T04:59:00Z,1416,115.04347826086958,83.48148148148148,False
KXGTAPRICE-60,What will the price of GTA VI be?,More than $60,Entertainment,94,96,6,4,96,2.13,-1.03,16264,162.64000000000001,8568,2030-01-01T15:00:00Z,1417,4.083333333333333,2352.0,False
KXGTAPRICE-70,What will the price of GTA VI be?,More than $70,Entertainment,71,73,29,27,75,7.14,7.14,150668,1506.68,34296,2030-01-01T15:00:00Z,1417,36.24657534246575,264.962962962963,False
KXGTAPRICE-80,What will the price of GTA VI be?,More than $80,Entertainment,34,37,66,63,37,-2.63,23.33,132902,1329.02,50468,2030-01-01T15:00:00Z,1417,166.86486486486484,57.55555555555556,False
KXGTAPRICE-90,What will the price of GTA VI be?,More than $90,Entertainment,29,30,71,70,30,3.45,15.38,140100,1401.0,61306,2030-01-01T15:00:00Z,1417,228.66666666666666,42.0,False
KXGTAPRICE-100,What will the price of GTA VI be?,More than $100,Entertainment,13,15,87,85,15,0,25,213488,2134.88,93304,2030-01-01T15:00:00Z,1417,555.3333333333334,17.294117647058822,False
KXGTA6SONGS-30-BLI,What songs will be on the GTA 6 radio at launch?,Blinding Lights,Entertainment,42,48,58,52,48,0,-9.43,1486,14.86,1336,2030-01-01T15:00:00Z,1417,106.16666666666666,90.46153846153845,False
KXGTA6SONGS-30-SHA,What songs will be on the GTA 6 radio at launch?,Shape of You,Entertainment,48,51,52,49,48,0,9.09,212,2.12,124,2030-01-01T15:00:00Z,1417,94.15686274509804,102.0,False
KXGTA6SONGS-30-ASI,What songs will be on the GTA 6 radio at launch?,As It Was,Entertainment,24,32,76,68,36,0,-5.26,124,1.24,124,2030-01-01T15:00:00Z,1417,208.25,46.11764705882353,False
KXGTA6SONGS-30-STA,What songs will be on the GTA 6 radio at launch?,Stay,Entertainment,29,37,71,63,23,0,-42.5,166,1.6600000000000001,80,2030-01-01T15:00:00Z,1417,166.86486486486484,57.55555555555556,False
KXGTA6SONGS-30-DES,What songs will be on the GTA 6 radio at launch?,Despacito,Entertainment,52,57,48,43,61,17.31,5.17,1424,14.24,920,2030-01-01T15:00:00Z,1417,73.9298245614035,129.90697674418604,False
KXGTA6SONGS-30-PEP,What songs will be on the GTA 6 radio at launch?,Pepas,Entertainment,38,46,62,54,46,0,0,108,1.08,80,2030-01-01T15:00:00Z,1417,115.04347826086958,83.48148148148148,False
KXGTA6SONGS-30-SIC,What songs will be on the GTA 6 radio at launch?,Sicko Mode,Entertainment,35,44,65,56,37,0,-24.49,508,5.08,354,2030-01-01T15:00:00Z,1417,124.72727272727273,77.0,False
KXGTA6SONGS-30-MOB,What songs will be on the GTA 6 radio at launch?,Mo Bamba,Entertainment,34,46,66,54,41,13.89,-12.77,122,1.22,74,2030-01-01T15:00:00Z,1417,115.04347826086958,83.48148148148148,False
KXGTA6SONGS-30-GOD,What songs will be on the GTA 6 radio at launch?,Godâ€™s Plan,Entertainment,33,41,67,59,33,0,-34,752,7.5200000000000005,702,2030-01-01T15:00:00Z,1417,141.02439024390242,68.10169491525424,False
KXGTA6SONGS-30-MAS,What songs will be on the GTA 6 radio at launch?,Mask Off,Entertainment,27,35,73,65,33,0,22.22,854,8.540000000000001,414,2030-01-01T15:00:00Z,1417,182.0,52.76923076923077,False
KXGTA6SONGS-30-BAD,What songs will be on the GTA 6 radio at launch?,Bad and Boujee,Entertainment,34,42,66,58,42,0,0,254,2.54,150,2030-01-01T15:00:00Z,1417,135.33333333333331,70.9655172413793,False
KXGTA6SONGS-30-XOT,What songs will be on the GTA 6 radio at launch?,XO Tour Llif3,Entertainment,30,38,70,62,38,0,2.7,560,5.6000000000000005,480,2030-01-01T15:00:00Z,1417,159.89473684210526,60.064516129032256,False
KXGTA6SONGS-30-LOO,What songs will be on the GTA 6 radio at launch?,Look at Me!,Entertainment,32,38,68,62,39,18.18,0,668,6.68,492,2030-01-01T15:00:00Z,1417,159.89473684210526,60.064516129032256,False
KXGTA6SONGS-30-ROC,What songs will be on the GTA 6 radio at launch?,Rockstar,Entertainment,39,47,61,53,33,0,3.12,386,3.86,158,2030-01-01T15:00:00Z,1417,110.51063829787233,86.9056603773585,False
KXFYREFESTPRICE-30-100,How much will a Fyre Festival 2 General Admission Ticket cost?,At least $100,Companies,68,85,32,15,67,0,0,2266,22.66,1116,2030-01-01T04:59:00Z,1416,17.294117647058822,555.3333333333334,False
KXFYREFESTPRICE-30-500,How much will a Fyre Festival 2 General Admission Ticket cost?,At least $500,Companies,67,77,33,23,66,0,-2.94,56,0.56,28,2030-01-01T04:59:00Z,1416,29.272727272727273,328.0869565217392,False
KXFYREFESTPRICE-30-750,How much will a Fyre Festival 2 General Admission Ticket cost?,At least $750,Companies,65,76,35,24,73,0,-7.59,100,1.0,22,2030-01-01T04:59:00Z,1416,30.94736842105263,310.3333333333333,False
KXFYREFESTPRICE-30-1000,How much will a Fyre Festival 2 General Admission Ticket cost?,At least $1000,Companies,60,70,40,30,72,0,0,4,0.04,0,2030-01-01T04:59:00Z,1416,42.0,228.66666666666666,False
KXFYREFESTPRICE-30-1250,How much will a Fyre Festival 2 General Admission Ticket cost?,At least $1250,Companies,54,66,46,34,54,0,0,168,1.68,10,2030-01-01T04:59:00Z,1416,50.484848484848484,190.23529411764707,False
KXFYREFESTPRICE-30-1400,How much will a Fyre Festival 2 General Admission Ticket cost?,At least $1400,Companies,52,57,48,43,58,0,11.54,1190,11.9,676,2030-01-01T04:59:00Z,1416,73.9298245614035,129.90697674418604,False
KXFYREFESTPRICE-30-1750,How much will a Fyre Festival 2 General Admission Ticket cost?,At least $1750,Companies,29,40,71,60,40,0,0,108,1.08,4,2030-01-01T04:59:00Z,1416,147.0,65.33333333333333,False
KXFYREFESTPRICE-30-2000,How much will a Fyre Festival 2 General Admission Ticket cost?,At least $2000,Companies,19,30,81,70,18,0,0,72,0.72,0,2030-01-01T04:59:00Z,1416,228.66666666666666,42.0,False
KXFYREFESTPRICE-30-3000,How much will a Fyre Festival 2 General Admission Ticket cost?,At least $3000,Companies,15,25,85,75,25,0,0,4,0.04,0,2030-01-01T04:59:00Z,1416,294.0,32.666666666666664,False
KXFYREFESTPRICE-30-5000,How much will a Fyre Festival 2 General Admission Ticket cost?,At least $5000,Companies,9,21,91,79,20,0,0,108,1.08,40,2030-01-01T04:59:00Z,1416,368.66666666666663,26.050632911392402,False
KXEUREF-30-ITA,Will Italy hold a referendum on leaving the EU?,Italy,Politics,3,8,97,92,4,0,-69.23,402,4.0200000000000005,2,2030-01-01T15:00:00Z,1417,1127.0,8.521739130434783,False
KXEUREF-30-FRA,Will France hold a referendum on leaving the EU?,France,Politics,2,8,98,92,2,0,-71.43,700,7.0,144,2030-01-01T15:00:00Z,1417,1127.0,8.521739130434783,False
KXEUREF-30-HUN,Will Hungary hold a referendum on leaving the EU?,Hungary,Politics,3,12,97,88,8,0,-27.27,570,5.7,234,2030-01-01T15:00:00Z,1417,718.6666666666666,13.363636363636363,False
KXEUREF-30-GRE,Will Greece hold a referendum on leaving the EU?,Greece,Politics,2,10,98,90,10,0,-16.67,758,7.58,756,2030-01-01T15:00:00Z,1417,882.0,10.888888888888888,False
KXEUEXITCOUNTRY-30-ITA,Will Italy vote to leave the EU before 2030?,,Politics,0,9,100,91,9,0,200,6552,65.52,6344,2030-01-01T15:00:00Z,1417,990.8888888888889,9.692307692307692,False
KXEUEXITCOUNTRY-30-GER,Will Germany vote to leave the EU before 2030?,,Politics,0,7,100,93,7,0,0,334,3.34,334,2030-01-01T15:00:00Z,1417,1302.0000000000002,7.376344086021505,False
KXEUEXITCOUNTRY-30-FRA,Will France vote to leave the EU before 2030?,,Politics,0,7,100,93,7,0,0,468,4.68,468,2030-01-01T15:00:00Z,1417,1302.0000000000002,7.376344086021505,False
KXEUEXITCOUNTRY-30-SPA,Will Spain vote to leave the EU before 2030?,,Politics,0,7,100,93,7,0,-30,312,3.12,312,2030-01-01T15:00:00Z,1417,1302.0000000000002,7.376344086021505,False
KXEUEXITCOUNTRY-30-POL,Will Poland vote to leave the EU before 2030?,,Politics,0,8,100,92,8,0,300,3662,36.62,982,2030-01-01T15:00:00Z,1417,1127.0,8.521739130434783,False
KXEUEXITCOUNTRY-30-HUN,Will Hungary vote to leave the EU before 2030?,,Politics,5,10,95,90,5,0,-50,7808,78.08,6836,2030-01-01T15:00:00Z,1417,882.0,10.888888888888888,False
KXECCOMPACT-30,Will the National Popular Vote Interstate Compact reach 270 electoral votes before 2030?,Before 2030,Elections,5,15,95,85,6,0,0,104,1.04,50,2030-01-01T15:00:00Z,1417,555.3333333333334,17.294117647058822,False
KXEARTHQUAKEJAPAN-30,Will there be an at least 8.0 magnitude earthquake in Japan before 2030?,Before 2030,Climate and Weather,45,50,55,50,45,-11.76,-30.77,33294,332.94,24232,2030-01-01T04:59:00Z,1416,98.0,98.0,True
KXDATACENTER-30,Will the US start the process of building a nuclear-powered data center on a military base before 2030?,Before 2030,Science and Technology,65,71,35,29,64,-11.11,-4.48,6000,60.0,4214,2030-01-01T04:59:00Z,1416,40.02816901408451,239.93103448275858,True
KXCO2LEVEL-30-440,How bad will CO2 atmospheric concentration get before 2030?,At least 440,World,89,91,11,9,89,0,0,1078,10.78,852,2030-01-01T04:59:00Z,1416,9.692307692307692,990.8888888888889,False
KXCO2LEVEL-30-445,How bad will CO2 atmospheric concentration get before 2030?,At least 445,World,53,57,47,43,53,-11.67,-5.36,1874,18.740000000000002,1088,2030-01-01T04:59:00Z,1416,73.9298245614035,129.90697674418604,True
KXCO2LEVEL-30-450,How bad will CO2 atmospheric concentration get before 2030?,At least 450,World,29,32,71,68,35,0,20.69,326,3.2600000000000002,296,2030-01-01T04:59:00Z,1416,208.25,46.11764705882353,False
KXCO2LEVEL-30-455,How bad will CO2 atmospheric concentration get before 2030?,At least 455,World,16,18,84,82,17,0,13.33,362,3.62,336,2030-01-01T04:59:00Z,1416,446.4444444444444,21.51219512195122,False
KXCO2LEVEL-30-460,How bad will CO2 atmospheric concentration get before 2030?,At least 460,World,5,9,95,91,12,0,200,1862,18.62,1002,2030-01-01T04:59:00Z,1416,990.8888888888889,9.692307692307692,False
KXCASECESSION-30,Will a ballot initiative on California secession qualify for a vote before 2030?,Before 2030,World,29,30,71,70,29,0,31.82,2520,25.2,812,2029-12-22T14:59:00Z,1407,228.66666666666666,42.0,False
KXBUSHBY-30,"When will Karl Bushby reach his home of Hull, England from his walk around the world before 2030?",Before 2030,Transportation,84,91,16,9,90,0,8.43,9202,92.02,3842,2030-01-01T04:59:00Z,1416,9.692307692307692,990.8888888888889,False
KXBOND-30-AP,Will Aaron Pierre be the next James Bond?,,Entertainment,0,12,100,88,1,-80,-80,12316,123.16,6536,2030-01-01T15:00:00Z,1417,718.6666666666666,13.363636363636363,True
KXBOND-30-ATJ,Will Aaron Taylor-Johnson be the next James Bond?,Aaron Taylor-Johnson,Entertainment,11,14,89,86,12,9.09,71.43,150884,1508.84,85826,2030-01-01T15:00:00Z,1417,602.0,15.953488372093025,False
KXBOND-30-TOM,Will Tom Hardy be the next James Bond?,,Entertainment,0,6,100,94,9,0,0,6188,61.88,3332,2030-01-01T15:00:00Z,1417,1535.3333333333333,6.25531914893617,False
KXBOND-30-HC,Will Henry Cavill be the next James Bond?,Henry Cavill,Entertainment,3,6,97,94,6,0,-14.29,35288,352.88,19610,2030-01-01T15:00:00Z,1417,1535.3333333333333,6.25531914893617,False
KXBOND-30-JN,Will James Norton be the next James Bond?,James Norton,Entertainment,0,8,100,92,14,0,0,6416,64.16,6110,2030-01-01T15:00:00Z,1417,1127.0,8.521739130434783,False
KXBOND-30-DI,Will Damson Idris be the next James Bond?,Damson Idris,Entertainment,0,6,100,94,6,0,-33.33,13558,135.58,8196,2030-01-01T15:00:00Z,1417,1535.3333333333333,6.25531914893617,False
KXBOND-30-RM,Will Richard Madden be the next James Bond?,Richard Madden,Entertainment,0,6,100,94,9,0,0,3308,33.08,3204,2030-01-01T15:00:00Z,1417,1535.3333333333333,6.25531914893617,False
KXBOND-30-REG,Will RegÃ©-Jean Page be the next James Bond?,,Entertainment,0,6,100,94,9,0,0,1164,11.64,448,2030-01-01T15:00:00Z,1417,1535.3333333333333,6.25531914893617,False
KXBOND-30-THEO,Will Theo James be the next James Bond?,,Entertainment,6,9,94,91,9,0,80,16002,160.02,11426,2030-01-01T15:00:00Z,1417,990.8888888888889,9.692307692307692,False
KXBOND-30-CIL,Will Cillian Murphy be the next James Bond?,,Entertainment,0,6,100,94,9,0,0,2698,26.98,2652,2030-01-01T15:00:00Z,1417,1535.3333333333333,6.25531914893617,False
KXBOND-30-JON,Will Jonathan Bailey be the next James Bond?,,Entertainment,2,6,98,94,11,0,-8.33,7264,72.64,4864,2030-01-01T15:00:00Z,1417,1535.3333333333333,6.25531914893617,False
KXBOND-30-HAR,Will Harris Dickinson be the next James Bond?,,Entertainment,3,9,97,91,10,0,0,19532,195.32,10624,2030-01-01T15:00:00Z,1417,990.8888888888889,9.692307692307692,False
KXBOND-30-JAC,Will Jack Lowden be the next James Bond?,,Entertainment,0,8,100,92,9,-25,-25,4220,42.2,3780,2030-01-01T15:00:00Z,1417,1127.0,8.521739130434783,True
KXBOND-30-IDRIS,Will Idris Elba be the next James Bond?,,Entertainment,7,11,93,89,11,37.5,37.5,10732,107.32000000000001,9590,2030-01-01T15:00:00Z,1417,792.909090909091,12.112359550561798,False
KXBOND-30-TOMH,Will Tom Holland be the next James Bond?,,Entertainment,0,9,100,91,13,0,225,14242,142.42000000000002,9708,2030-01-01T15:00:00Z,1417,990.8888888888889,9.692307692307692,False
KXBOND-30-JACO,Will Jacob Elordi be the next James Bond?,,Entertainment,10,14,90,86,14,27.27,-36.36,38900,389.0,27420,2030-01-01T15:00:00Z,1417,602.0,15.953488372093025,False
KXBOND-30-CHARL,Will Charlie Hunnam be the next James Bond?,,Entertainment,0,6,100,94,9,0,0,1160,11.6,910,2030-01-01T15:00:00Z,1417,1535.3333333333333,6.25531914893617,False
KXBOND-30-SCO,Will Scott Rose-Marsh be the next James Bond?,,Entertainment,0,3,100,97,7,0,0,1440,14.4,926,2030-01-01T15:00:00Z,1417,3168.666666666667,3.0309278350515467,False
KXBOND-30-JOS,Will Josh O'Connor be the next James Bond?,,Entertainment,14,19,86,81,21,0,10.53,20224,202.24,19510,2030-01-01T15:00:00Z,1417,417.7894736842106,22.98765432098765,False
KXBOND-30-CAL,Will Callum Turner be the next James Bond?,,Entertainment,37,42,63,58,39,2.63,-13.33,142100,1421.0,96106,2030-01-01T15:00:00Z,1417,135.33333333333331,70.9655172413793,False
KXBLUESPACEX-30,Will Blue Origin land an uncrewed Blue Moon MK1 lander on the moon before SpaceX lands an uncrewed Starship?,Before 2030,Science and Technology,64,70,36,30,70,11.11,20.69,66032,660.32,38644,2030-01-01T15:00:00Z,1417,42.0,228.66666666666666,False
